I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;Total P&L;Total No Trades;BucketNoTrades_1;BucketProfit_1;Bucket_LastTradeBreach_1;BucketEndDate_1;BucketNoTrades_2;BucketProfit_2;Bucket_LastTradeBreach_2;BucketEndDate_2;BucketNoTrades_3;BucketProfit_3;Bucket_LastTradeBreach_3;BucketEndDate_3;BucketNoTrades_4;BucketProfit_4;Bucket_LastTradeBreach_4;BucketEndDate_4;BucketNoTrades_5;BucketProfit_5;Bucket_LastTradeBreach_5;BucketEndDate_5;BucketNoTrades_6;BucketProfit_6;Bucket_LastTradeBreach_6;BucketEndDate_6;BucketNoTrades_7;BucketProfit_7;Bucket_LastTradeBreach_7;BucketEndDate_7;BucketNoTrades_8;BucketProfit_8;Bucket_LastTradeBreach_8;BucketEndDate_8;BucketNoTrades_9;BucketProfit_9;Bucket_LastTradeBreach_9;BucketEndDate_9;BucketNoTrades_10;BucketProfit_10;Bucket_LastTradeBreach_10;BucketEndDate_10;BucketNoTrades_11;BucketProfit_11;Bucket_LastTradeBreach_11;BucketEndDate_11;BucketNoTrades_12;BucketProfit_12;Bucket_LastTradeBreach_12;BucketEndDate_12;BucketNoTrades_13;BucketProfit_13;Bucket_LastTradeBreach_13;BucketEndDate_13;BucketNoTrades_14;BucketProfit_14;Bucket_LastTradeBreach_14;BucketEndDate_14;BucketNoTrades_15;BucketProfit_15;Bucket_LastTradeBreach_15;BucketEndDate_15;BucketNoTrades_16;BucketProfit_16;Bucket_LastTradeBreach_16;BucketEndDate_16;BucketNoTrades_17;BucketProfit_17;Bucket_LastTradeBreach_17;BucketEndDate_17;BucketNoTrades_18;BucketProfit_18;Bucket_LastTradeBreach_18;BucketEndDate_18;
20200505;4;20.0000;ATRMultiplier;-90;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1048.7351;202;5;-97.6800;False;2003.01.01;10;140.0500;False;2004.01.01;2;14.3200;False;2004.12.31;8;155.4752;False;2005.12.31;5;9.2800;False;2006.12.31;10;66.1690;False;2007.12.31;4;-27.5000;False;2008.12.30;12;18.0800;False;2009.12.30;10;110.6300;False;2010.12.30;12;-30.0800;False;2011.12.30;12;-18.4100;False;2012.12.29;15;203.7378;False;2013.12.29;10;66.7195;False;2014.12.29;22;57.1300;False;2015.12.29;8;-7.6563;False;2016.12.28;16;200.8700;False;2017.12.28;19;146.4500;False;2018.12.28;22;41.1500;False;2019.12.28;
20200505;5;20.0000;ATRMultiplier;-90;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1114.6140;227;4;-26.3700;False;2003.01.01;6;63.2600;False;2004.01.01;13;-152.7993;False;2004.12.31;9;86.0571;False;2005.12.31;6;48.0000;False;2006.12.31;4;28.4700;False;2007.12.31;3;-9.2200;False;2008.12.30;14;-17.6474;False;2009.12.30;12;122.1800;False;2010.12.30;8;46.5400;False;2011.12.30;11;-10.0022;False;2012.12.29;19;253.6978;False;2013.12.29;13;62.7662;False;2014.12.29;31;43.4900;False;2015.12.29;7;-32.1700;False;2016.12.28;19;296.1586;False;2017.12.28;28;23.8833;False;2018.12.28;20;288.3200;False;2019.12.28;
20200505;6;20.0000;ATRMultiplier;-90;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;782.1572;291;5;-97.1200;False;2003.01.01;13;97.0900;False;2004.01.01;14;-14.8748;False;2004.12.31;10;12.4047;False;2005.12.31;7;76.2600;False;2006.12.31;7;-29.9600;False;2007.12.31;5;105.4100;False;2008.12.30;20;50.4916;False;2009.12.30;21;101.4800;False;2010.12.30;11;87.8016;False;2011.12.30;17;-178.2121;False;2012.12.29;23;73.4128;False;2013.12.29;23;27.5414;False;2014.12.29;30;52.3409;False;2015.12.29;12;-26.5637;False;2016.12.28;22;91.8249;False;2017.12.28;26;215.7700;False;2018.12.28;25;137.0600;False;2019.12.28;
20200505;4;20.0000;ATRMultiplier;-80;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1235.2317;240;7;-33.2400;False;2003.01.01;11;124.5500;False;2004.01.01;6;-13.5800;False;2004.12.31;8;207.6247;False;2005.12.31;6;7.8400;False;2006.12.31;16;0.6661;False;2007.12.31;4;-27.5000;False;2008.12.30;16;-55.6700;False;2009.12.30;10;110.6300;False;2010.12.30;12;-30.0800;False;2011.12.30;16;-6.5900;False;2012.12.29;18;263.5182;False;2013.12.29;11;46.1895;False;2014.12.29;23;142.1209;False;2015.12.29;10;54.5137;False;2016.12.28;21;237.4600;False;2017.12.28;19;145.9700;False;2018.12.28;26;60.8086;False;2019.12.28;
20200505;5;20.0000;ATRMultiplier;-80;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1125.6877;279;5;-45.8000;False;2003.01.01;9;68.9400;False;2004.01.01;17;-178.8493;False;2004.12.31;12;120.8437;False;2005.12.31;6;50.1000;False;2006.12.31;12;-76.3729;False;2007.12.31;4;23.3800;False;2008.12.30;18;-46.1211;False;2009.12.30;15;120.9300;False;2010.12.30;9;75.5800;False;2011.12.30;15;-38.1422;False;2012.12.29;24;253.6214;False;2013.12.29;15;21.8262;False;2014.12.29;34;38.0900;False;2015.12.29;9;-22.1900;False;2016.12.28;24;298.1886;False;2017.12.28;29;160.0333;False;2018.12.28;22;301.6300;False;2019.12.28;
20200505;6;20.0000;ATRMultiplier;-80;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;848.8885;357;7;-83.9900;False;2003.01.01;15;161.9300;False;2004.01.01;18;-43.0248;False;2004.12.31;15;-32.5353;False;2005.12.31;10;17.4200;False;2006.12.31;15;-136.0405;False;2007.12.31;6;138.3800;False;2008.12.30;24;27.6116;False;2009.12.30;28;27.7000;False;2010.12.30;14;188.0800;False;2011.12.30;20;-188.2521;False;2012.12.29;27;207.2068;False;2013.12.29;26;131.6214;False;2014.12.29;34;3.5266;False;2015.12.29;14;38.4400;False;2016.12.28;26;68.6549;False;2017.12.28;27;301.6000;False;2018.12.28;31;20.5600;False;2019.12.28;
20200505;4;20.0000;ATRMultiplier;-70;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1327.8734;291;9;-21.9900;False;2003.01.01;14;158.3000;False;2004.01.01;8;-52.5800;False;2004.12.31;9;239.7847;False;2005.12.31;7;42.7200;False;2006.12.31;21;-97.7329;False;2007.12.31;4;-27.5000;False;2008.12.30;18;-41.9800;False;2009.12.30;12;122.0000;False;2010.12.30;15;115.0081;False;2011.12.30;21;-104.7019;False;2012.12.29;19;297.4893;False;2013.12.29;15;-31.5305;False;2014.12.29;28;169.9209;False;2015.12.29;13;96.6600;False;2016.12.28;26;141.1162;False;2017.12.28;20;179.1109;False;2018.12.28;32;143.7786;False;2019.12.28;
20200505;5;20.0000;ATRMultiplier;-70;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1315.5296;341;7;17.9200;False;2003.01.01;14;104.4873;False;2004.01.01;18;-146.9110;False;2004.12.31;12;157.9871;False;2005.12.31;8;12.8500;False;2006.12.31;17;-174.9819;False;2007.12.31;4;23.3800;False;2008.12.30;22;26.2889;False;2009.12.30;18;115.9400;False;2010.12.30;10;208.9100;False;2011.12.30;20;-30.8217;False;2012.12.29;25;291.3115;False;2013.12.29;19;0.5962;False;2014.12.29;40;-58.4267;False;2015.12.29;14;31.2300;False;2016.12.28;29;253.4980;False;2017.12.28;35;163.8519;False;2018.12.28;29;318.4200;False;2019.12.28;
20200505;6;20.0000;ATRMultiplier;-70;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1284.7335;441;12;6.6824;False;2003.01.01;19;166.8409;False;2004.01.01;21;-24.4014;False;2004.12.31;19;-5.0953;False;2005.12.31;13;-41.9000;False;2006.12.31;19;-214.9505;False;2007.12.31;7;170.5100;False;2008.12.30;32;76.6501;False;2009.12.30;32;103.3800;False;2010.12.30;17;132.1900;False;2011.12.30;29;-153.1724;False;2012.12.29;29;264.4168;False;2013.12.29;30;265.4970;False;2014.12.29;38;29.7609;False;2015.12.29;18;60.8000;False;2016.12.28;31;178.8169;False;2017.12.28;33;205.7133;False;2018.12.28;42;62.9947;False;2019.12.28;
20200505;4;20.0000;ATRMultiplier;-60;1.0000;0.000150;5.000000;1.500000;60;0.000000;8;19;1;1348.5890;361;13;-45.0100;False;2003.01.01;18;139.6173;False;2004.01.01;11;-58.2200;False;2004.12.31;12;233.3879;False;2005.12.31;10;-14.2600;False;2006.12.31;23;-32.3005;False;2007.12.31;7;-34.9700;False;2008.12.30;21;-44.2600;False;2009.12.30;12;122.0000;False;2010.12.30;21;147.4781;False;2011.12.30;23;64.5481;False;2012.12.29;27;195.1177;False;2013.12.29;18;-89.9505;False;2014.12.29;32;296.8578;False;2015.12.29;16;37.7600;False;2016.12.28;29;161.4062;False;2017.12.28;28;178.4385;False;2018.12.28;40;90.9486;False;2019.12.28;
