I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;NoTrades;Profit;NoTradeBreaches;EndDate;NoPosBuckets;NoPosConBuckets;ProfitPerTrade;
20200505;4;20;ATRMultiplier;-90;1;0.0003;5;1.5;60;0;8;19;1;110;369.2565;0;2017.11.18;28;3;3.35687727272727;
20200505;5;20;ATRMultiplier;-90;1;0.0003;5;1.5;60;0;8;19;1;133;394.2009;0;2017.11.18;28;0;2.96391654135338;
20200505;6;20;ATRMultiplier;-90;1;0.0003;5;1.5;60;0;8;19;1;173;-84.9464000000001;0;2017.11.18;23;0;-0.491019653179191;
20200505;4;20;ATRMultiplier;-80;1;0.0003;5;1.5;60;0;8;19;1;137;421.2997;0;2017.11.18;29;5;3.0751802919708;
20200505;5;20;ATRMultiplier;-80;1;0.0003;5;1.5;60;0;8;19;1;164;477.3075;0;2017.11.18;32;0;2.91041158536585;
20200505;6;20;ATRMultiplier;-80;1;0.0003;5;1.5;60;0;8;19;1;209;114.5442;0;2017.11.18;26;0;0.548058373205742;
20200505;4;20;ATRMultiplier;-70;1;0.0003;5;1.5;60;0;8;19;1;161;494.352;0;2017.11.18;28;3;3.07050931677019;
20200505;5;20;ATRMultiplier;-70;1;0.0003;5;1.5;60;0;8;19;1;199;610.2065;0;2017.11.18;31;7;3.06636432160804;
20200505;6;20;ATRMultiplier;-70;1;0.0003;5;1.5;60;0;8;19;1;255;-26.2671;0;2017.11.18;25;5;-0.103008235294118;
20200505;4;20;ATRMultiplier;-60;1;0.0003;5;1.5;60;0;8;19;1;203;509.7182;0;2017.11.18;27;3;2.51092709359606;
20200505;5;20;ATRMultiplier;-60;1;0.0003;5;1.5;60;0;8;19;1;264;376.6734;0;2017.11.18;30;6;1.42679318181818;
20200505;6;20;ATRMultiplier;-60;1;0.0003;5;1.5;60;0;8;19;1;315;196.8096;0;2017.11.18;28;0;0.624792380952381;
20200505;4;20;ATRMultiplier;-50;1;0.0003;5;1.5;60;0;8;19;1;245;900.619;0;2017.11.18;29;3;3.67599591836735;
20200505;5;20;ATRMultiplier;-50;1;0.0003;5;1.5;60;0;8;19;1;318;342.6712;0;2017.11.18;28;3;1.07758238993711;
20200505;6;20;ATRMultiplier;-50;1;0.0003;5;1.5;60;0;8;19;1;388;205.4181;0;2017.11.18;26;0;0.529428092783506;
20200505;4;20;ATRMultiplier;-40;1;0.0003;5;1.5;60;0;8;19;1;300;646.8195;0;2017.11.18;25;0;2.156065;
20200505;5;20;ATRMultiplier;-40;1;0.0003;5;1.5;60;0;8;19;1;400;-83.254;0;2017.11.18;24;0;-0.208135;
20200505;6;20;ATRMultiplier;-40;1;0.0003;5;1.5;60;0;8;19;1;500;-203.8169;0;2017.11.18;22;0;-0.4076338;
20200505;4;20;ATRMultiplier;-30;1;0.0003;5;1.5;60;0;8;19;1;379;383.5603;0;2017.11.18;21;1;1.01203245382586;
20200505;5;20;ATRMultiplier;-30;1;0.0003;5;1.5;60;0;8;19;1;485;293.6753;0;2017.11.18;29;0;0.605516082474227;
20200505;6;20;ATRMultiplier;-30;1;0.0003;5;1.5;60;0;8;19;1;627;37.6831999999999;0;2017.11.18;25;1;6.01007974481656E-02;
20200505;4;20;ATRMultiplier;-20;1;0.0003;5;1.5;60;0;8;19;1;469;-236.5756;0;2017.11.18;20;1;-0.504425586353944;
20200505;5;20;ATRMultiplier;-20;1;0.0003;5;1.5;60;0;8;19;1;596;-90.0428999999998;0;2017.11.18;24;0;-0.151078691275167;
20200505;6;20;ATRMultiplier;-20;1;0.0003;5;1.5;60;0;8;19;1;761;-818.5453;0;2017.11.18;19;1;-1.07561800262812;
20200505;4;20;ATRMultiplier;-10;1;0.0003;5;1.5;60;0;8;19;1;518;-917.3353;0;2017.11.18;18;0;-1.77091756756757;
20200505;5;20;ATRMultiplier;-10;1;0.0003;5;1.5;60;0;8;19;1;673;-788.1279;0;2017.11.18;22;2;-1.17106671619614;
20200505;6;20;ATRMultiplier;-10;1;0.0003;5;1.5;60;0;8;19;1;862;-1505.1877;0;2017.11.18;15;0;-1.74615742459397;
20200505;4;20;ATRMultiplier;0;1;0.0003;5;1.5;60;0;8;19;1;542;-2037.7281;0;2017.11.18;15;0;-3.75964594095941;
20200505;5;20;ATRMultiplier;0;1;0.0003;5;1.5;60;0;8;19;1;714;-1659.8575;0;2017.11.18;18;1;-2.32473039215686;
20200505;6;20;ATRMultiplier;0;1;0.0003;5;1.5;60;0;8;19;1;927;-2806.7208;0;2017.11.18;12;0;-3.02774627831715;
20200505;4;20;ATRMultiplier;10;1;0.0003;5;1.5;60;0;8;19;1;445;-1942.2226;0;2017.11.18;17;1;-4.36454516853933;
20200505;5;20;ATRMultiplier;10;1;0.0003;5;1.5;60;0;8;19;1;587;-1841.4088;0;2017.11.18;18;1;-3.13698262350937;
20200505;6;20;ATRMultiplier;10;1;0.0003;5;1.5;60;0;8;19;1;757;-2710.8771;0;2017.11.18;10;1;-3.58107939233818;
20200505;4;20;ATRMultiplier;20;1;0.0003;5;1.5;60;0;8;19;1;340;-1501.5132;0;2017.11.18;14;1;-4.41621529411765;
20200505;5;20;ATRMultiplier;20;1;0.0003;5;1.5;60;0;8;19;1;449;-2666.0145;0;2017.11.18;13;1;-5.9376714922049;
20200505;6;20;ATRMultiplier;20;1;0.0003;5;1.5;60;0;8;19;1;585;-3468.9868;0;2017.11.18;10;1;-5.92989196581196;
20200505;4;20;ATRMultiplier;30;1;0.0003;5;1.5;60;0;8;19;1;245;-1408.5018;0;2017.11.18;13;1;-5.74898693877551;
20200505;5;20;ATRMultiplier;30;1;0.0003;5;1.5;60;0;8;19;1;336;-2303.1746;0;2017.11.18;11;0;-6.85468630952381;
20200505;6;20;ATRMultiplier;30;1;0.0003;5;1.5;60;0;8;19;1;432;-3155.8514;0;2017.11.18;10;0;-7.30521157407408;
20200505;4;20;ATRMultiplier;40;1;0.0003;5;1.5;60;0;8;19;1;199;-1215.944;0;2017.11.18;14;1;-6.11027135678392;
20200505;5;20;ATRMultiplier;40;1;0.0003;5;1.5;60;0;8;19;1;274;-2021.2628;0;2017.11.18;11;2;-7.37687153284671;
20200505;6;20;ATRMultiplier;40;1;0.0003;5;1.5;60;0;8;19;1;356;-2612.8395;0;2017.11.18;14;1;-7.33943679775281;
20200505;4;20;ATRMultiplier;50;1;0.0003;5;1.5;60;0;8;19;1;156;-1162.2273;0;2017.11.18;12;2;-7.450175;
20200505;5;20;ATRMultiplier;50;1;0.0003;5;1.5;60;0;8;19;1;214;-1943.7342;0;2017.11.18;12;2;-9.08287009345795;
20200505;6;20;ATRMultiplier;50;1;0.0003;5;1.5;60;0;8;19;1;274;-2831.6941;0;2017.11.18;5;1;-10.33465;
20200505;4;20;ATRMultiplier;-90;1.5;0.0003;5;1.5;60;0;8;19;1;109;335.9391;0;2017.11.18;28;3;3.08201009174312;
20200505;5;20;ATRMultiplier;-90;1.5;0.0003;5;1.5;60;0;8;19;1;132;254.7946;0;2017.11.18;26;3;1.93026212121212;
20200505;6;20;ATRMultiplier;-90;1.5;0.0003;5;1.5;60;0;8;19;1;171;74.8635000000001;0;2017.11.18;25;4;0.437798245614036;
20200505;4;20;ATRMultiplier;-80;1.5;0.0003;5;1.5;60;0;8;19;1;136;333.051;0;2017.11.18;28;3;2.44890441176471;
20200505;5;20;ATRMultiplier;-80;1.5;0.0003;5;1.5;60;0;8;19;1;162;131.8324;0;2017.11.18;30;4;0.81378024691358;
20200505;6;20;ATRMultiplier;-80;1.5;0.0003;5;1.5;60;0;8;19;1;207;-202.995;0;2017.11.18;23;0;-0.980652173913043;
20200505;4;20;ATRMultiplier;-70;1.5;0.0003;5;1.5;60;0;8;19;1;159;449.8174;0;2017.11.18;31;3;2.82904025157233;
20200505;5;20;ATRMultiplier;-70;1.5;0.0003;5;1.5;60;0;8;19;1;196;245.0124;0;2017.11.18;27;3;1.25006326530612;
20200505;6;20;ATRMultiplier;-70;1.5;0.0003;5;1.5;60;0;8;19;1;251;-256.6076;0;2017.11.18;21;0;-1.02234103585657;
20200505;4;20;ATRMultiplier;-60;1.5;0.0003;5;1.5;60;0;8;19;1;201;442.4867;0;2017.11.18;28;0;2.2014263681592;
20200505;5;20;ATRMultiplier;-60;1.5;0.0003;5;1.5;60;0;8;19;1;260;102.4371;0;2017.11.18;26;1;0.393988846153846;
20200505;6;20;ATRMultiplier;-60;1.5;0.0003;5;1.5;60;0;8;19;1;312;-47.5298000000001;0;2017.11.18;28;1;-0.152339102564103;
20200505;4;20;ATRMultiplier;-50;1.5;0.0003;5;1.5;60;0;8;19;1;241;668.3219;0;2017.11.18;25;0;2.77311991701245;
20200505;5;20;ATRMultiplier;-50;1.5;0.0003;5;1.5;60;0;8;19;1;311;333.6298;0;2017.11.18;25;1;1.07276463022508;
20200505;6;20;ATRMultiplier;-50;1.5;0.0003;5;1.5;60;0;8;19;1;377;248.4177;0;2017.11.18;27;0;0.658932891246684;
20200505;4;20;ATRMultiplier;-40;1.5;0.0003;5;1.5;60;0;8;19;1;292;529.286;0;2017.11.18;24;0;1.81262328767123;
20200505;5;20;ATRMultiplier;-40;1.5;0.0003;5;1.5;60;0;8;19;1;382;49.2907000000002;0;2017.11.18;23;0;0.129033246073299;
20200505;6;20;ATRMultiplier;-40;1.5;0.0003;5;1.5;60;0;8;19;1;477;383.9494;0;2017.11.18;27;0;0.804925366876311;
20200505;4;20;ATRMultiplier;-30;1.5;0.0003;5;1.5;60;0;8;19;1;363;124.9697;0;2017.11.18;21;1;0.34426914600551;
20200505;5;20;ATRMultiplier;-30;1.5;0.0003;5;1.5;60;0;8;19;1;460;-165.0538;0;2017.11.18;22;0;-0.358812608695652;
20200505;6;20;ATRMultiplier;-30;1.5;0.0003;5;1.5;60;0;8;19;1;587;479.648;0;2017.11.18;22;0;0.817117546848381;
20200505;4;20;ATRMultiplier;-20;1.5;0.0003;5;1.5;60;0;8;19;1;442;-518.709;0;2017.11.18;24;1;-1.17354977375566;
