I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;NoTrades;Profit;NoTradeBreaches;EndDate;NoPosBuckets;NoPosConBuckets;ProfitPerTrade;
20200505;4;20;ATRMultiplier;-90;1;0.0003;5;1.5;60;0;8;19;1;2;13.28;False;2017.07.15;1;1;6.64;
20200505;5;20;ATRMultiplier;-90;1;0.0003;5;1.5;60;0;8;19;1;5;116.3;False;2017.07.15;1;1;23.26;
20200505;6;20;ATRMultiplier;-90;1;0.0003;5;1.5;60;0;8;19;1;6;42.5368;False;2017.07.15;1;1;7.08946666666667;
20200505;4;20;ATRMultiplier;-80;1;0.0003;5;1.5;60;0;8;19;1;2;13.16;False;2017.07.15;1;1;6.58;
20200505;5;20;ATRMultiplier;-80;1;0.0003;5;1.5;60;0;8;19;1;6;96.57;False;2017.07.15;1;1;16.095;
20200505;6;20;ATRMultiplier;-80;1;0.0003;5;1.5;60;0;8;19;1;6;40.9994;False;2017.07.15;1;1;6.83323333333333;
20200505;4;20;ATRMultiplier;-70;1;0.0003;5;1.5;60;0;8;19;1;2;13.28;False;2017.07.15;1;1;6.64;
20200505;5;20;ATRMultiplier;-70;1;0.0003;5;1.5;60;0;8;19;1;6;97.1;False;2017.07.15;1;1;16.1833333333333;
20200505;6;20;ATRMultiplier;-70;1;0.0003;5;1.5;60;0;8;19;1;6;42.7168;False;2017.07.15;1;1;7.11946666666667;
20200505;4;20;ATRMultiplier;-60;1;0.0003;5;1.5;60;0;8;19;1;3;13.86;False;2017.07.15;1;1;4.62;
20200505;5;20;ATRMultiplier;-60;1;0.0003;5;1.5;60;0;8;19;1;7;97.34;False;2017.07.15;1;1;13.9057142857143;
20200505;6;20;ATRMultiplier;-60;1;0.0003;5;1.5;60;0;8;19;1;7;41.7294;False;2017.07.15;1;1;5.96134285714286;
20200505;4;20;ATRMultiplier;-50;1;0.0003;5;1.5;60;0;8;19;1;3;15.7;False;2017.07.15;1;1;5.23333333333333;
20200505;5;20;ATRMultiplier;-50;1;0.0003;5;1.5;60;0;8;19;1;7;99.01;False;2017.07.15;1;1;14.1442857142857;
20200505;6;20;ATRMultiplier;-50;1;0.0003;5;1.5;60;0;8;19;1;8;77.8995;False;2017.07.15;1;1;9.7374375;
20200505;4;20;ATRMultiplier;-40;1;0.0003;5;1.5;60;0;8;19;1;5;-20.49;False;2017.07.15;0;0;-4.098;
20200505;5;20;ATRMultiplier;-40;1;0.0003;5;1.5;60;0;8;19;1;10;41.22;False;2017.07.15;1;1;4.122;
20200505;6;20;ATRMultiplier;-40;1;0.0003;5;1.5;60;0;8;19;1;14;69.3068;False;2017.07.15;1;1;4.95048571428571;
20200505;4;20;ATRMultiplier;-30;1;0.0003;5;1.5;60;0;8;19;1;6;-20.67;False;2017.07.15;0;0;-3.445;
20200505;5;20;ATRMultiplier;-30;1;0.0003;5;1.5;60;0;8;19;1;12;22.09;False;2017.07.15;1;1;1.84083333333333;
20200505;6;20;ATRMultiplier;-30;1;0.0003;5;1.5;60;0;8;19;1;15;52.5495;False;2017.07.15;1;1;3.5033;
20200505;4;20;ATRMultiplier;-20;1;0.0003;5;1.5;60;0;8;19;1;9;-51.63;False;2017.07.15;0;0;-5.73666666666667;
20200505;5;20;ATRMultiplier;-20;1;0.0003;5;1.5;60;0;8;19;1;14;9.49;False;2017.07.15;1;1;0.677857142857143;
20200505;6;20;ATRMultiplier;-20;1;0.0003;5;1.5;60;0;8;19;1;17;-14.1032;False;2017.07.15;0;0;-0.8296;
20200505;4;20;ATRMultiplier;-10;1;0.0003;5;1.5;60;0;8;19;1;11;-88.92;False;2017.07.15;0;0;-8.08363636363636;
20200505;5;20;ATRMultiplier;-10;1;0.0003;5;1.5;60;0;8;19;1;14;-95.1829;False;2017.07.15;0;0;-6.79877857142857;
20200505;6;20;ATRMultiplier;-10;1;0.0003;5;1.5;60;0;8;19;1;17;-11.33;False;2017.07.15;0;0;-0.666470588235294;
20200505;4;20;ATRMultiplier;0;1;0.0003;5;1.5;60;0;8;19;1;13;-73.0184;False;2017.07.15;0;0;-5.6168;
20200505;5;20;ATRMultiplier;0;1;0.0003;5;1.5;60;0;8;19;1;15;-166.5628;False;2017.07.15;0;0;-11.1041866666667;
20200505;6;20;ATRMultiplier;0;1;0.0003;5;1.5;60;0;8;19;1;17;35.3941;False;2017.07.15;1;1;2.08200588235294;
20200505;4;20;ATRMultiplier;10;1;0.0003;5;1.5;60;0;8;19;1;13;-69.6284;False;2017.07.15;0;0;-5.35603076923077;
20200505;5;20;ATRMultiplier;10;1;0.0003;5;1.5;60;0;8;19;1;15;-164.1428;False;2017.07.15;0;0;-10.9428533333333;
20200505;6;20;ATRMultiplier;10;1;0.0003;5;1.5;60;0;8;19;1;14;-12.1744;False;2017.07.15;0;0;-0.8696;
20200505;4;20;ATRMultiplier;20;1;0.0003;5;1.5;60;0;8;19;1;9;-94.81;False;2017.07.15;0;0;-10.5344444444444;
20200505;5;20;ATRMultiplier;20;1;0.0003;5;1.5;60;0;8;19;1;12;-101.8492;False;2017.07.15;0;0;-8.48743333333333;
20200505;6;20;ATRMultiplier;20;1;0.0003;5;1.5;60;0;8;19;1;9;-70.9781;False;2017.07.15;0;0;-7.88645555555556;
20200505;4;20;ATRMultiplier;30;1;0.0003;5;1.5;60;0;8;19;1;5;-45.8537;False;2017.07.15;0;0;-9.17074;
20200505;5;20;ATRMultiplier;30;1;0.0003;5;1.5;60;0;8;19;1;8;-53.3492;False;2017.07.15;0;0;-6.66865;
20200505;6;20;ATRMultiplier;30;1;0.0003;5;1.5;60;0;8;19;1;7;18.7819;False;2017.07.15;1;1;2.68312857142857;
20200505;4;20;ATRMultiplier;40;1;0.0003;5;1.5;60;0;8;19;1;4;-26.6737;False;2017.07.15;0;0;-6.668425;
20200505;5;20;ATRMultiplier;40;1;0.0003;5;1.5;60;0;8;19;1;7;-4.3992;False;2017.07.15;0;0;-0.628457142857143;
20200505;6;20;ATRMultiplier;40;1;0.0003;5;1.5;60;0;8;19;1;6;-13.7981;False;2017.07.15;0;0;-2.29968333333333;
20200505;4;20;ATRMultiplier;50;1;0.0003;5;1.5;60;0;8;19;1;2;-38.8;False;2017.07.15;0;0;-19.4;
20200505;5;20;ATRMultiplier;50;1;0.0003;5;1.5;60;0;8;19;1;5;-96.1874;False;2017.07.15;0;0;-19.23748;
20200505;6;20;ATRMultiplier;50;1;0.0003;5;1.5;60;0;8;19;1;4;-78.83;False;2017.07.15;0;0;-19.7075;
20200505;4;20;ATRMultiplier;-90;1.5;0.0003;5;1.5;60;0;8;19;1;2;10.401;False;2017.07.15;1;1;5.2005;
20200505;5;20;ATRMultiplier;-90;1.5;0.0003;5;1.5;60;0;8;19;1;5;107.5737;False;2017.07.15;1;1;21.51474;
20200505;6;20;ATRMultiplier;-90;1.5;0.0003;5;1.5;60;0;8;19;1;6;37.6164;False;2017.07.15;1;1;6.2694;
20200505;4;20;ATRMultiplier;-80;1.5;0.0003;5;1.5;60;0;8;19;1;2;10.261;False;2017.07.15;1;1;5.1305;
20200505;5;20;ATRMultiplier;-80;1.5;0.0003;5;1.5;60;0;8;19;1;6;87.5037;False;2017.07.15;1;1;14.58395;
20200505;6;20;ATRMultiplier;-80;1.5;0.0003;5;1.5;60;0;8;19;1;6;38.0226;False;2017.07.15;1;1;6.3371;
20200505;4;20;ATRMultiplier;-70;1.5;0.0003;5;1.5;60;0;8;19;1;2;10.481;False;2017.07.15;1;1;5.2405;
