I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;NoTrades;Profit;NoTradeBreaches;EndDate;NoPosBuckets;NoPosConBuckets;ProfitPerTrade;
20200505;4;20;ATRMultiplier;-90;1;0.00015;5;1.5;60;0;8;19;1;85;389.3463;0;2014.12.29;5;2;4.58054470588235;
20200505;5;20;ATRMultiplier;-90;1;0.00015;5;1.5;60;0;8;19;1;84;476.7844;0;2014.12.29;5;2;5.67600476190476;
20200505;6;20;ATRMultiplier;-90;1;0.00015;5;1.5;60;0;8;19;1;127;237.9653;0;2014.12.29;6;2;1.87374251968504;
20200505;4;20;ATRMultiplier;-80;1;0.00015;5;1.5;60;0;8;19;1;103;301.1638;0;2014.12.29;4;2;2.92392038834951;
20200505;5;20;ATRMultiplier;-80;1;0.00015;5;1.5;60;0;8;19;1;112;334.7014;0;2014.12.29;5;2;2.98840535714286;
20200505;6;20;ATRMultiplier;-80;1;0.00015;5;1.5;60;0;8;19;1;160;396.3072;0;2014.12.29;6;2;2.47692;
20200505;4;20;ATRMultiplier;-70;1;0.00015;5;1.5;60;0;8;19;1;125;231.0521;0;2014.12.29;3;0;1.8484168;
20200505;5;20;ATRMultiplier;-70;1;0.00015;5;1.5;60;0;8;19;1;135;460.623;0;2014.12.29;6;2;3.41202222222222;
20200505;6;20;ATRMultiplier;-70;1;0.00015;5;1.5;60;0;8;19;1;195;644.521;0;2014.12.29;6;2;3.3052358974359;
20200505;4;20;ATRMultiplier;-60;1;0.00015;5;1.5;60;0;8;19;1;152;327.6629;0;2014.12.29;4;0;2.15567697368421;
20200505;5;20;ATRMultiplier;-60;1;0.00015;5;1.5;60;0;8;19;1;182;655.461;0;2014.12.29;5;5;3.60143406593407;
20200505;6;20;ATRMultiplier;-60;1;0.00015;5;1.5;60;0;8;19;1;244;984.3;0;2014.12.29;6;2;4.03401639344262;
20200505;4;20;ATRMultiplier;-50;1;0.00015;5;1.5;60;0;8;19;1;181;1096.3356;0;2014.12.29;6;6;6.05710276243094;
20200505;5;20;ATRMultiplier;-50;1;0.00015;5;1.5;60;0;8;19;1;226;1046.8056;0;2014.12.29;7;7;4.63188318584071;
20200505;6;20;ATRMultiplier;-50;1;0.00015;5;1.5;60;0;8;19;1;306;1342.9219;0;2014.12.29;6;2;4.38863366013072;
20200505;4;20;ATRMultiplier;-40;1;0.00015;5;1.5;60;0;8;19;1;221;1588.8158;0;2014.12.29;7;6;7.18921176470588;
20200505;5;20;ATRMultiplier;-40;1;0.00015;5;1.5;60;0;8;19;1;287;1032.6343;0;2014.12.29;6;6;3.59802891986063;
20200505;6;20;ATRMultiplier;-40;1;0.00015;5;1.5;60;0;8;19;1;381;1541.8449;0;2014.12.29;6;2;4.04683700787402;
20200505;4;20;ATRMultiplier;-30;1;0.00015;5;1.5;60;0;8;19;1;265;1426.1321;0;2014.12.29;7;6;5.38163056603774;
20200505;5;20;ATRMultiplier;-30;1;0.00015;5;1.5;60;0;8;19;1;351;1177.4045;0;2014.12.29;6;6;3.35442877492878;
20200505;6;20;ATRMultiplier;-30;1;0.00015;5;1.5;60;0;8;19;1;480;1376.277;0;2014.12.29;6;2;2.86724375;
20200505;4;20;ATRMultiplier;-20;1;0.00015;5;1.5;60;0;8;19;1;348;856.156;0;2014.12.29;6;6;2.4602183908046;
20200505;5;20;ATRMultiplier;-20;1;0.00015;5;1.5;60;0;8;19;1;466;1019.8038;0;2014.12.29;5;2;2.18842017167382;
20200505;6;20;ATRMultiplier;-20;1;0.00015;5;1.5;60;0;8;19;1;613;1114.6252;0;2014.12.29;6;2;1.818311908646;
20200505;4;20;ATRMultiplier;-10;1;0.00015;5;1.5;60;0;8;19;1;431;346.7646;0;2014.12.29;4;0;0.804558236658933;
20200505;5;20;ATRMultiplier;-10;1;0.00015;5;1.5;60;0;8;19;1;581;694.7818;0;2014.12.29;4;0;1.19583786574871;
20200505;6;20;ATRMultiplier;-10;1;0.00015;5;1.5;60;0;8;19;1;768;842.95;0;2014.12.29;6;0;1.09759114583333;
20200505;4;20;ATRMultiplier;0;1;0.00015;5;1.5;60;0;8;19;1;472;-206.7662;0;2014.12.29;2;0;-0.438063983050848;
